Chamber ID,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,sampleID,assayID,assay,sample
S020-A02,0.15301460652467666,0.17243640178337266,0.1776545898501947,0.18130890397416463,0.18303246710308801,0.18513388734995384,0.18569345001325907,0.1869677163794811,0.18704845230993572,0.18899046104928457,0.18855017599787474,0.18902802623732856,0.18871801670422908,0.1903212958045672,0.18939746229987378,0.1908407109099381,0.1906058995482328,0.1898961661341853,0.19111494787170463,0.19040319893368876,0.19133382069515517,0.19052056983091467,0.1911471487438522,0.19114312391623317,0.19124592563028006,0.19086666666666666,0.19148369926813041,0.19108831757026776,0.19362810579748865,0.19290997534483909,0.19162995594713655,0.1932067932067932,0.19157036938080288,0.1924641547182394,0.19218938076768757,0.19325153374233128,0.19189893723681573,S020,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837166_N8KEBN1T
S021-A02,0.013031376518218623,0.013818933230014206,0.014352513313417328,0.014424014034175817,0.01491273769210732,0.01585857272845444,0.015862654220249364,0.016146884562797056,0.016990132653728028,0.01714471968709257,0.01804865289040021,0.017741830278520644,0.018282729350310153,0.018881484385208414,0.019456777226429876,0.0200248674824946,0.020206643996861104,0.020709089717543743,0.021611001964636542,0.021475011492743154,0.021794620066758294,0.021923203150639975,0.022958346999016072,0.0227496876849234,0.024062418043535275,0.024072612470402526,0.02439344262295082,0.02532476053011416,0.02544545992504438,0.026043033324586722,0.026468264419278378,0.026580035440047254,0.026927381657778655,0.02792194993758623,0.027528977871443625,0.02811719879122323,0.028375798275067483,S021,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,NTC_27
S036-A02,0.1482767327357657,0.16833602584814217,0.17341566460838478,0.17776047748799792,0.1795490093847758,0.18166449934980494,0.1830765212849308,0.18394322177366845,0.18473711744703114,0.18599947807933195,0.18544216796491458,0.18653255829142446,0.1862379925504803,0.18700143847260364,0.18669022379269729,0.18804034582132564,0.18785181306453724,0.1874958954488737,0.18851975624139963,0.1874137817775734,0.18861000065535094,0.18768887137038498,0.18845523122335192,0.1880673595579529,0.18969816272965878,0.18811685748124754,0.18944670784597187,0.1882105539856739,0.18922833816170662,0.1891625615763547,0.18867800184526162,0.18993752055244986,0.18904127653962813,0.19001906765730817,0.18942992874109263,0.1904699223377649,0.1902467995248779,S036,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837151_N8KEBMZQ
S035-A02,0.1529144121987211,0.17363545317976967,0.17881211815834225,0.18292222501887742,0.1846474338741241,0.18781149454293106,0.18728250553622272,0.18916187709214932,0.18972407231208374,0.19069914583992406,0.19017392408277262,0.19165927240461403,0.19043698543381887,0.19179298534914696,0.19116435317233949,0.19327357111068727,0.1926663706147307,0.19156917599186166,0.19353814904151326,0.19246195963583115,0.19327997967479674,0.19242781566702785,0.19394247900229067,0.19247448979591836,0.19345598064803615,0.1928079571537873,0.1935483870967742,0.19254500349850517,0.19433637349320748,0.19455228155030865,0.19386581469648562,0.19439847231063018,0.19319415182276703,0.19475798737325425,0.19337545471950987,0.19473818320805197,0.193981215257811,S035,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837143_N8KEBMYM
S034-A02,0.18040144620371526,0.20780864392836804,0.21358605775346648,0.21729447696614915,0.21817369663710037,0.22045135789876322,0.22111260482683567,0.2223357384585914,0.22214386459802538,0.2233661593554163,0.22293483837865571,0.2242614145031334,0.22340970177908615,0.22410485933503838,0.22402410101916545,0.22591212744090441,0.22602387983053024,0.22460271504857493,0.22571336966976596,0.22445701066700938,0.22646473721363025,0.22587705181847442,0.22684054991648464,0.22617436690508408,0.22712386823348102,0.22637008381689233,0.2270242459322143,0.2263289837372244,0.2279615657445025,0.22719670654830826,0.22664259462247727,0.22753874847257058,0.22683005482102547,0.22765273311897105,0.22680944394271707,0.22853274883960806,0.22784810126582278,S034,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837135_N8KEBMXI
S031-A02,0.013742269973140108,0.013648193994794642,0.013861386138613862,0.014699303380839777,0.015455653177707945,0.015808,0.01567116249197174,0.015909674108288425,0.016276376737004633,0.016571391868456548,0.01758227603529336,0.017606991389281585,0.0178743650742622,0.018128053484186165,0.018530433663621157,0.018387096774193548,0.019016308902211048,0.019512825482974738,0.019927769895524312,0.020085249289589255,0.020647825525874308,0.021026072329688814,0.021422118983094592,0.021739130434782608,0.02193831462124145,0.0217236697484968,0.02234276120366783,0.022167646868739094,0.022920038847523472,0.023251307886068592,0.023516455040165845,0.023680124223602484,0.024104192315168794,0.024379203310915674,0.024442427385892116,0.025393535013279782,0.025571131879543095,S031,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,NTC_25
S032-A02,0.1483577315782999,0.16816986095452838,0.17300188797986155,0.1781011781011781,0.17952924843819018,0.18208785660186821,0.18283109648012155,0.18413400758533502,0.1843022887212325,0.18563934011756525,0.18492889791772474,0.1870248352762291,0.18572242984734275,0.18780534230061544,0.18581209585393685,0.18816040738383197,0.18880142204164552,0.1877348277399223,0.18868884789108722,0.1870980067503025,0.18841777382238892,0.18751593981127263,0.18888323581785804,0.18830506312970285,0.18894683286695496,0.188990942722286,0.18936644380770457,0.18762716174974567,0.18978288633461046,0.1898451933490476,0.1887888654791547,0.1896606608518495,0.18970917225950784,0.19043672298374242,0.1892738430069036,0.19022709874968105,0.1898006134969325,S032,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837119_N8KEBMVA
S033-A02,0.15297996764962052,0.1736071496482221,0.17927778486665816,0.1834470445705541,0.18464982411256795,0.1880795549018354,0.1881213520620871,0.18936197417210077,0.18953114964675657,0.1904487548812496,0.19066272797328537,0.1916217603284578,0.19023202153570054,0.19198203976908274,0.1908945174735492,0.19320812966297915,0.19311761684643042,0.1921616577643349,0.19323144104803494,0.19253058596265293,0.19367080465684697,0.19236965908358575,0.1935172679915107,0.1934132508378448,0.19404807815914643,0.1935483870967742,0.194090382387022,0.19316866074874567,0.19478339466718317,0.1947324360873205,0.19337337725247045,0.19479515588765783,0.19404815699438382,0.19453396931803532,0.1938189560616814,0.19520061927493226,0.19392568659127626,S033,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837127_N8KEBMWE
S048-A02,0.165568570034163,0.18603785293205088,0.19011976047904192,0.19481005551743497,0.19637821918666584,0.1985625,0.1994352055224349,0.20022546502160707,0.1999874419188748,0.20154164316600864,0.20096837074765767,0.2022464859437751,0.201534301704081,0.2025864774938791,0.2016695957820738,0.20398260759972273,0.20386212102151213,0.20219129777721806,0.20360938187763314,0.20267372934796318,0.2040405311850966,0.20321969696969697,0.20401864449483498,0.20359848484848486,0.20425639088276035,0.20413191811978773,0.20418320418320418,0.20304824285174455,0.20478505144877218,0.2046757829730922,0.20372827804107424,0.20484512018169201,0.20401971937808117,0.20471894517696043,0.20412423303181731,0.20566121185316233,0.20407775596783384,S048,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837197_N8KEBN64
S047-A02,0.16753022452504318,0.1881858656800652,0.19304556354916066,0.19759081735620584,0.1990755397961122,0.20151658767772512,0.20141879908791488,0.20329009807023093,0.2032649431493362,0.2045728038507822,0.20388843001461338,0.2055090124397055,0.2040971649647999,0.20591971544715448,0.20491803278688525,0.20632597212499204,0.20604517976455616,0.20525074874147708,0.20700190961171228,0.205895489057615,0.20639164756811815,0.20556335332397602,0.20687237026647967,0.20606447494414298,0.20737150873613058,0.20596500191595352,0.2070700636942675,0.20581113801452786,0.2072843450479233,0.2077119184193754,0.2065613608748481,0.2080515503381396,0.2069075791493444,0.2074485045596582,0.2064223117763705,0.20795810180749824,0.207104,S047,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837189_N8KEBN50
S046-A02,0.14756923076923076,0.16816213842002886,0.17305627486894462,0.17776936664143325,0.17913846543108355,0.18160005051461767,0.18216415070404668,0.1841788586990943,0.18419549349412884,0.1848425321589253,0.1848696757787667,0.18633422154548915,0.18487288404235086,0.18689690198070086,0.1862963198372847,0.18793400012741288,0.1880010179412139,0.18669213626233683,0.1876114081996435,0.18714158277048554,0.18798573066632693,0.18689382337927515,0.18803745461494362,0.18813082918104,0.18922018348623854,0.18815108327474916,0.18877420998980632,0.18742427141126203,0.18969375359631738,0.18882098293863,0.188095390320312,0.18988391376451078,0.1888,0.18981274365693104,0.18819991041146733,0.190105330354293,0.18903180392909708,S046,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837181_N8KEBN3W
S043-A02,0.1454213376999622,0.16486902927580893,0.17046702409405076,0.1752843846949328,0.17582702142810902,0.178619931449266,0.17924589525601922,0.180629289136346,0.18070175438596492,0.18238382267159245,0.18239116309291747,0.18338853172283914,0.18253297810124114,0.1832824576216146,0.1830601092896175,0.185006518904824,0.18486739469578783,0.18415557295745236,0.1847684703433923,0.18480318558652653,0.18538521603331598,0.18413486670151594,0.1855495472017721,0.1853642600457367,0.18658226195914637,0.18523358379614505,0.1864108086939495,0.18471462079749804,0.18749591262834348,0.186278342455043,0.1855218414857442,0.18676153795939682,0.18651287764597943,0.18712418300653594,0.18659503374172837,0.18754085501372728,0.18649623074401836,S043,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837159_N8KEBN0U
S044-A02,0.15133732781518314,0.17102704059225798,0.1766974333038311,0.18138183655425036,0.1822149136676997,0.18502147006819905,0.18537080504980016,0.18726259812610788,0.18719806763285024,0.18814514596922297,0.18809614650896606,0.1895217556767728,0.1878887901485337,0.19014577630657584,0.188974375278184,0.1915246665390261,0.19019458222052651,0.18988391376451078,0.19124952235384027,0.1905825304664072,0.1917642566191446,0.19061621068780363,0.19140127388535033,0.191115372323426,0.19200102060343177,0.19100836579602784,0.19154767975522694,0.1905976908847356,0.19284116331096196,0.19201581531790066,0.19190174630589138,0.1923248549754574,0.1914212548015365,0.19240344717523142,0.19199539671376512,0.19310344827586207,0.19257362355953905,S044,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837167_N8KEBN1Y
S045-A02,0.09979721010262398,0.12464058007250907,0.13251572327044026,0.1364664488564966,0.13807663221578018,0.1413563160543533,0.14209928003031452,0.14385677362415683,0.14344443741698817,0.14478581792946818,0.14472018232463915,0.14576228369331817,0.14532019704433496,0.14604398382204248,0.14526022892556756,0.14726222955396231,0.14652338811630847,0.14626562599149692,0.14735843087630496,0.14706816593609046,0.14793461733400912,0.14672256097560976,0.1476718403547672,0.1479150775489448,0.14800482141724292,0.14792673619944036,0.14830078620339843,0.14773448407158268,0.14855325914149445,0.1481410988453242,0.14838135215925713,0.148797054529296,0.14867876472461,0.14859718166814778,0.14840516966957407,0.15,0.1491899476974104,S045,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837173_N8KEBN2S
S060-A02,0.08797871682237209,0.11042402826855123,0.11937551564384083,0.12426223265850099,0.12788179849700676,0.13067242913435873,0.1315419964258361,0.13325268988349143,0.13383113153360138,0.13505417463352454,0.13512822152586812,0.13661027768911585,0.13636073321836878,0.13740409207161125,0.13608787278881154,0.13821398807615873,0.1378119001919386,0.13793545903637647,0.13821138211382114,0.1381236755923714,0.13862528853552192,0.1381059390048154,0.13909364784308698,0.1385515069725596,0.13966301492728553,0.1392120316215695,0.13963328631875882,0.1391488270734521,0.14013229721918952,0.1404127146885414,0.13934057458705573,0.14044871794871794,0.14053949655572007,0.1401629354031689,0.14014542178752976,0.14145370489277,0.14059380434082566,S060,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837152_N8KEBMZV
S059-A02,0.15790109292917096,0.1830708661417323,0.18762376237623762,0.1920103889679055,0.1934682726934062,0.19668878278663113,0.1963220675944334,0.19848466029064712,0.1981695928277923,0.19946577214560815,0.19986280868046893,0.20095753279860723,0.19940346734605108,0.20150741248287032,0.200336071695295,0.2022598164679443,0.2023950601883615,0.20072423050508834,0.20273220635019648,0.20218818380743983,0.20316787228735345,0.20238764922807675,0.2034046268005238,0.2026156060321632,0.2037962037962038,0.20234218436873747,0.20348292865613882,0.20254824807944538,0.20414293760560737,0.20409564837360306,0.20372227096127335,0.20463344573498188,0.2038336256577299,0.20430107526881722,0.20374663241651525,0.2050640825257893,0.2040637150382541,S059,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837144_N8KEBMYR
S058-A02,0.06694713736967257,0.08179337715490512,0.08615212109886003,0.09051213274281081,0.09213736160630512,0.09543438885766035,0.09649727426530484,0.09780501532111813,0.09860745201354912,0.09964323715340802,0.10060879934726667,0.10165988098966489,0.10085877264464364,0.10244331386219459,0.102192073362226,0.10363281495939054,0.10390345087686215,0.10355253212396069,0.10468700849323687,0.1048483702162537,0.10541884322487255,0.10543917213528521,0.10652639536348746,0.10602713789839066,0.10624646159652765,0.10658168738562504,0.1074869340721617,0.10716985887096774,0.10819858514401212,0.1082272899080257,0.10792366991027423,0.10916314561392446,0.10876438598710003,0.10944300763262474,0.10894596988485385,0.11064151895540277,0.11027457927369354,S058,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837136_N8KEBMXN
S055-A02,0.13213066796684544,0.15045508018079376,0.15573157041287264,0.16026399352468712,0.16214017521902377,0.16429374297489696,0.16527734252585397,0.1667500625469102,0.1667607400439009,0.16856534802203305,0.16780714420239815,0.16914020915523828,0.16853650893136948,0.17006589268904926,0.16960753532182105,0.17108494427303067,0.17077155064086455,0.16976495053248472,0.17162255610737412,0.1705182293306467,0.1709568056253139,0.1712251071338543,0.17175908462215517,0.1715367623856106,0.17186024551463644,0.1710609309953324,0.17234872310982513,0.17160656975646593,0.17307570878322914,0.17290866746396424,0.17222011864192857,0.17309145880574453,0.17264460722404648,0.17356256691227406,0.1728473055783688,0.17369085173501578,0.17242686548303532,S055,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837112_N8KEBMUB
S056-A02,0.09722305885187639,0.12341888738794056,0.13044820348191136,0.13520518358531317,0.13745661874070403,0.13944715849359965,0.1404031007751938,0.14176933077446913,0.14181931077305185,0.1432994798117414,0.14335468623670627,0.14464041733946092,0.14322900526805082,0.1444975482589535,0.14456109834130584,0.1461136023916293,0.1454330659702792,0.14545000935570387,0.14579962663347854,0.14562804041412,0.14630505100771335,0.145478374836173,0.14624727499221427,0.14637798714668995,0.14675470287778747,0.1463033560402475,0.1474031635321958,0.14631867447365143,0.14834031380883916,0.14753587024329382,0.1469852389291969,0.14787810805758086,0.1470753831717235,0.14834445345139366,0.147691730263981,0.14820125943013904,0.14772869478162934,S056,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837120_N8KEBMVF
S057-A02,0.15810662437477127,0.1808351976137211,0.18640570285142571,0.19071164799399137,0.19276654527188244,0.19505322479649342,0.1957382613614935,0.19755485893416927,0.1970669687814703,0.19823042168674698,0.19826119826119826,0.19988689204474047,0.19805092738132662,0.20065478813826104,0.1997477136549984,0.2013393139174932,0.2017400075652503,0.2005440627570064,0.2017693522906793,0.20077171231576948,0.2016281711472927,0.20145615701171257,0.20238546005301022,0.20148213833291106,0.20251326092447589,0.20246991766941103,0.20284450063211126,0.2008714321798434,0.2037764541883158,0.2037037037037037,0.2024201723264065,0.20364280293448014,0.20254768996767855,0.20305980528511822,0.20296747194217235,0.20407904737775526,0.20337584872136558,S057,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837128_N8KEBMWJ
S072-A02,0.16606045403235922,0.18547821093600458,0.19053125200745166,0.19452107525502021,0.1961377534599292,0.19805925069082964,0.19813204508856683,0.2002959722043495,0.19932955131511088,0.2015978351910315,0.20179574962857696,0.20334064233200053,0.2016768784263141,0.20346432264736297,0.20213178294573644,0.20400233145521662,0.2039443905593275,0.20294270158154007,0.20370968784334,0.20381174640217814,0.20448958468107128,0.20351628389775528,0.2042969002782631,0.2035846483537892,0.2048925705410303,0.20391749902711118,0.20506345506345505,0.20364249141227558,0.20622239542738374,0.20502851218247797,0.2046814044213264,0.20471930506936342,0.2046665800077993,0.20529285853278847,0.2047581903276131,0.205607476635514,0.2048279003188236,S072,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837198_N8KEBN69
S071-A02,0.159878306221284,0.18056346945235835,0.18536212497611312,0.19029113843409567,0.1908470032552499,0.19359571346558652,0.19381680855149458,0.19555924200854974,0.19536105593643877,0.1966867084559294,0.19681908548707752,0.19832330730833228,0.19774517968099417,0.19898678979094522,0.19739793629430238,0.19957591723960677,0.19930720379754954,0.19884169884169883,0.19956379498364232,0.19884169884169883,0.19942233632862644,0.19877577319587628,0.19997432111446364,0.1992914653784219,0.20052719557670054,0.19886546767227486,0.20052685684913904,0.1989064007719524,0.20127651344207337,0.20065577986370065,0.19929169349645848,0.20082336292293837,0.20036124371048897,0.20102960102960102,0.2005937782367368,0.20124895384021116,0.20043896456006713,S071,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837190_N8KEBN55
S070-A02,0.12510024057738572,0.14379208356931597,0.14949367088607596,0.15317023832100637,0.1552818689690198,0.15781477495727037,0.15877153939085648,0.16061913219994925,0.1609231943031536,0.16210726753411617,0.1622379404830179,0.16350003177225647,0.16314084238612542,0.1642684324461989,0.16353563013436923,0.16476439456736594,0.1654456265528445,0.16452786822447807,0.16580706781279847,0.1653145959757266,0.166315923729354,0.16554723981321565,0.16607165625398446,0.1655154771041187,0.16639009446004596,0.1663577682622867,0.16703885663242518,0.1663793653833876,0.1672007177646757,0.16784734188525113,0.16706153550617917,0.16789020108522182,0.16747821629933368,0.16814781663576497,0.1671145233525272,0.16891503100824756,0.16754329698524695,S070,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837182_N8KEBN41
S067-A02,0.13779576587795767,0.1593476329483437,0.16497607655502391,0.16981132075471697,0.17138465479697707,0.17381013306038895,0.17529011989485158,0.17595495553138396,0.17687074829931973,0.17776213032902316,0.1773436998008096,0.17902698544965065,0.17857601026298908,0.17994611239414934,0.17812520023066572,0.18074845679012347,0.18050564681724846,0.1791275254150045,0.1810826430360239,0.18010943031863533,0.1820402391206531,0.180582399175364,0.181192955392724,0.18016220391349125,0.18167202572347266,0.18113840005156964,0.18229200180168587,0.18120460242977438,0.18273260687342832,0.1827825639706828,0.18185926404131697,0.18295819935691318,0.18250999613053012,0.18271271464402855,0.18195896244676732,0.18311036789297658,0.18259914739697714,S067,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837160_N8KEBN0Z
S068-A02,0.13856049004594181,0.1577733449694552,0.16324609301449822,0.16776377656573255,0.16932183111894716,0.17201935767707874,0.1723942240998802,0.17425530574973236,0.1744979158772262,0.17585119798234553,0.174968394437421,0.17646687697160884,0.1758214037964306,0.17718645564033042,0.17595104409816414,0.17847420069642292,0.17818846978680458,0.17752041010062655,0.17812895069532236,0.1777341274870105,0.17857593738164373,0.17780596068484464,0.17944988934555803,0.17838830157624866,0.17906579862208458,0.1789066463723998,0.17939317319848294,0.17768778080111372,0.1803424223208624,0.17972554227534307,0.17926565874730022,0.1805994688250917,0.1791830521375111,0.17978736868750791,0.17956204379562044,0.18054588056487872,0.17990861784490417,S068,A02,GEN_N501T_vs_N501Y_Spike_Ref_1,3002837168_N8KEBN23
